;Anarchism;Antisemitism;Capitalism;Christianity;Communism;Conservatism;Democracy;Fascism;Feminism;Islamophobia;Left-wing politics;Liberalism;Marxism;Nationalism;Neo-Nazism;Protestantism;Right-wing politics;Secularism;Socialism;White supremacy
0;0.38979311697017277;0.28226490846243835;0.5703952031196621;0.10372429431427473;0.3118930643552878;0.08561750851222169;0.1433173436951261;0.11769002979342857;0.2379371317011645;0.4741225122842627;0.22161638388535654;0.28934836425292476;0.44420936619960116;0.40308913019501225;0.4061657823030151;0.05344492261877524;0.11784972505997958;0.3832683225956684;0.1939785144151184;0.624273529721106
1;0.08724446746257837;0.11878724171657584;0.12697585916977008;0.09886344053834352;0.18147893478688773;0.05340186936427698;0.08750099074545824;0.0874974958770509;0.1275767442118852;0.18038162134263033;0.024179324877518626;0.1018516955433561;0.07116909300004826;0.03294918778034661;0.09603139819342152;0.09554304267745067;0.07496355928691456;0.14155791495182674;0.03231239771044367;0.1476506483086879
2;0.05785760965887244;0.0484181604087216;0.30932413083559596;0.09715534467927475;0.21883485844160688;0.11630797901024509;0.11836985057430262;0.08898636723779237;0.3065040876301504;0.1455960811454475;0.03784830074034909;0.22392923371139672;0.32401058419949985;0.03229920812347321;0.02725347402456747;0.049886316926608325;0.1387463657255762;0.03547613297425409;0.1484972566658841;0.3678605572240274
3;0.31943154213700325;0.08738479051592007;0.1054861089177959;0.061038263970561724;0.21214785910649997;0.15296876116677233;0.08559494553877263;0.06629055657012761;0.13896308720186298;0.15147160855651248;0.018179931725935617;0.08058677756281742;0.05924220806081655;0.022339671609335997;0.4441305494474425;0.06513187902028582;0.05865988396745031;0.12010402962511177;0.026981683349104935;0.10590222551419119
4;0.3291903547191313;0.03586868440157229;0.10514790153766011;0.05909321793127809;0.07491926123475953;0.04455416388768117;0.20416852905092794;0.08249116979418547;0.15068486923595953;0.16069134126992307;0.01895993857690464;0.08584047528832363;0.06043993076707434;0.09267802130784193;0.0684156596848166;0.06902737635369388;0.06731264839576795;0.14534497226825455;0.025803208276088;0.09486365002957658
5;0.24436809062456707;0.24250244652676156;0.046156692658077994;0.07251714432216327;0.22328875913767604;0.05235201412541042;0.05442831464891879;0.06070093232962346;0.19281012158493027;0.2576474290599826;0.16295360603710354;0.36990037017084915;0.07231411272670081;0.07105086842083702;0.11964736163135335;0.1284443925349702;0.07823679640130873;0.07968838729568369;0.056601863364314636;0.22218063203008256
6;0.061188816763173885;0.10075067382412681;0.12019071860638532;0.06132706548950415;0.14113225632985477;0.049366741716584894;0.07518503605861897;0.04930816429363664;0.0773550172509513;0.1737835558560005;0.022358637625683575;0.08634733697230637;0.0618056694320154;0.027416856726710497;0.07281371150717775;0.06536594558699776;0.060017472358202005;0.1351691524457179;0.03051655288816607;0.6326858602483031
7;0.14657365200336617;0.03961794713368187;0.1879638486543611;0.04878889964090633;0.0571914492936978;0.06140914773118043;0.1458920350178351;0.0726642971999088;0.1541545114255345;0.14901614612491637;0.09524405042256893;0.07850182942789069;0.3863597744219949;0.10901598601123766;0.08958549159964305;0.03574300974673758;0.07278490563691765;0.07614352370229016;0.05055768692827453;0.12754557144833822
8;0.2737911620970532;0.21799135958441032;0.18739583247866518;0.03728756077577156;0.057284083650172;0.064042173645369;0.1353717981979627;0.07757925541327122;0.2404690246631557;0.3236378707639475;0.08356345721763701;0.09091731653061137;0.20486662379944628;0.1152595798185531;0.09361857667752209;0.02873502687620861;0.3755599372480297;0.07112875923592979;0.08038449543912803;0.34328126650138174
9;0.11800929470581235;0.11106221084160707;0.17506759983509693;0.09607684167817038;0.0548502743900686;0.053966409862611614;0.14179042303230657;0.06863815451676641;0.3126478653367893;0.1735882819419653;0.094882071347626;0.0745356586425756;0.20220332921755807;0.10920981073923287;0.0882209318621105;0.030342756047253453;0.09257085888396412;0.08987961471139512;0.10128927640852628;0.14828977144468614
